Tweet,KS,KH,DH,TDH,SWA,LO,AK
Prabowo sangat layak jadi calon presiden tapi sangat tidak layak jadi presiden,0,0,0,1,0,0,0
JKW ERA: Percuma pembangunan duit utang semua..,0,0,0,1,0,0,0
Beriman kepada Allah SWT yang dungu & biadab? Anda mendungukan & membiadabkan bangsa,1,0,1,1,0,0,0
Klop prabowo pemberontak sekaligus koruptor.,1,0,0,1,0,0,0
udik udah mendarah daging di kamu',0,0,0,1,0,0,0
Nanti ada baju Muslim bertuliskan: #2019GantiPresiden#2019PrabowoPresiden,1,0,0,1,0,0,0
Mobile langend memang babi anjeng xnk kasi naik rank kimakkk team Noob babi bocahh setan',0,0,1,1,0,0,0
Jahahaha cebong kapir alay goblok munafik  jijik banget dah iyuuhhh',0,0,1,1,0,0,0
 Jadi dukung koruptor! Bubarkan kpk. Pantesan... dari situlah issue issue pki keluar. Dasar koruptor,1,0,0,1,0,0,1
TKA Cina memang dimanja....',1,0,0,1,0,0,0
Hanya orang bodoh jika beropini bahwa PKI tdk bangkit.presiden cuma pinter akting & pencitraan.Intelijen TNI yg bicara adanya PKI bangkit,1,0,0,1,0,0,0
jangan sampai Indonesia diambil alih sama cina... Apa perlu kita semua BoikotProdukChina ???,1,0,0,1,0,0,0
Ga penting ngpain lu komen. Kan tolol,0,0,1,0,0,0,0
emang udah pada sarap  gapunya rasa peduli sama sekali bgstttttttt',0,0,1,0,0,0,0
Lu yg goblok  lu nnton gak acara ny semalam? Gak ad beliau mengatakan islam fiksi  mana ad bukti video ny? Lu islam atau kafir ? kalau islam kebangetan lu fitnah sesama muslim kalau kafir gue gak heran,1,0,1,1,0,0,0
fiks dia sinting',0,0,1,0,0,0,0
Mamat tu masuk dalam Van! Celah mana kereta lai rosak tu setan. Dasarrrr',0,0,1,0,0,0,0
Manis cuman di awal. Butut Goblog!!!!! #SolerOut #HerjosOut',0,0,1,1,0,0,0
Udah menghina tapi ngga malu menggunakan fasilitas yg pemerintah bikin! Bani daster ngga tau malu! Ngga punya harga diri makan gaji Dr negara yg Dia hina! Haram! !!',0,0,0,1,0,0,0
Nanti dulu !!!Emang anaknya Pepo bisa apa Nampang doang  Mo dibawa kemana bangsa ini  mo jadiin foto model Cebong aja urus  biar ga rewel gini !!,0,0,1,1,0,0,0
Besok kalau Prabowo nyapres lagi dan teriak-teriak masalah ketimpangan jangan dipercaya. Dia aja ngatain wartawan gaji kecil kok,0,0,0,1,0,0,0
Tabayyun sebelum ngomyang..cocot busuk lol dipelihara  memaikan isu SARA kok bangga',0,0,1,1,0,0,0
Siapa yang bilang jadi kapir emang susah?? Hahaha tuh kan sel2 otak lo blom nyambung juga ya. Susah emang jadi kapir  cebong pula. Orang ngomong kemana dia ngomong kemana  ngatain agama islam aja pake rujukan internasional. Hahaha ma,1,0,1,1,0,0,0
maksutnya kelas bawah hrs diem gk boleh bicara ya Pak  itu namanya otoriter,0,0,0,1,0,0,0
Daripada kau Bodat KOMUNIS TOLOL',1,0,1,0,0,0,0
Soal Munir juga ada kaitannya dengan mengapa Rezim Jokowi sangat anti Islam. Setelah saya twitkan semoga menjadi jelas sejelasnya.,1,0,0,1,0,0,0
Freeport kan memang kontraknya mau habis  jadi biasa aja ga ada yg istimewa.Yg aneh dollar skrg mau tembus 15.000 tapi malah pada mingkem. Memang penjilat kekuasaan menjadi dungu ya tum melihat bobroknya kinerja rezim.',1,0,0,1,0,0,0
haduh tolol yh pendukung rezim ini yah kaya gini....',0,0,1,0,0,0,0
DIKTATOR JOKOWI jongos organisasi jagal manusia NU lagi ngatur siasat kampanye.,1,0,0,1,0,0,0
Ngawur...sembarang aja Pansus hanya menghambat KPK utk penyelidikan teman2nya yg koruptor bubarkan DPR yg sarang koruptor,1,0,0,1,0,0,0
kirim bantuan pencitraan,0,0,0,1,0,0,0
EH ANJING G USAH BANYAK BACOD LUH. GUE TANTANG DUEL LUH BANGSAD',0,0,1,1,0,0,0
Dasar..kunyuk nih nyariduit..modal nipu..bangsat Abu..',0,0,1,1,0,0,0
"Tak baca brita nya..sy kira ni aki"" mngkin dah punya gangguan jiwa.seandai nya nnti 2019 amin kalah.bisa"" nanti malaikat di bilang kafir dan pro aseng.kasian malaikat gk ngerti urusan capres tp di bawa"" ma aki"" gila.',1,0,1,1,0,0,0"
Ngoaaahahaaa saking kejang kejang nya si bani kuda wowok bin onta  sampai ga baca tulisan gue ..... ibu kau msh selingkuh dgn kuda wowok tuh.... ngoaaahahaaaa ,0,0,1,1,0,0,0
"Cari simpati ummat muslim jabar buat pilpres 2019...; Mudah""an ulama &amp; ummat islam jabar tidak terkesima &amp; terpengaruh dg trik dan gaya kemunafikannya si mukidi..,1,0,0,1,0,0,0"
yg nebar kebencian itu ahok mbak masa mbak gak tau sih sampai dia jadi terdakwa loh ,1,1,0,1,0,0,0
MAMPUS W MAMPUS YUGI MAMPUS LO ONTA ARAB',0,0,1,0,0,0,0
"Jika tidak ada demo berjilid-jilid atas pernyataan  soal kitab suci adalah fiksi  maka hampir bisa dipastikan tujuan utama gerakan ""Bela Islam"" berjilid-jilid versi 212 dst adalah motif politik untuk menjatuhkan Ahok. Ahok telah menjadi korban.,1,1,0,1,0,0,0"
Ketahuan kan akhirnya...ngaku sendiri maksa org dipenjara.. Bajingan berkedok agama,1,0,0,1,0,0,0
Yg dongo elu bong.. Yg kampret juga elu kalabong.. Jd ngapain marah2... Dan siapa juga yg nyuruh elu ladenin...elu aja baru netas.. Bong bong',0,0,1,1,0,0,0
"Pndukung Prabowo spt ARB  SDA adl org2 bejad tabiatnya kasar termasuk org ini &gt;&gt; ',0,0,1,1,0,0,0"
Betul. SBY secara objektif lebih mumpuni. Politisi Indonesia terhebat saat ini. Ga kayak jokowi  ga pantes jadi presiden ,0,0,0,1,0,0,0
BACOT LO. ALBUM-ALBUM GUE BELINYA JUGA PAKE DUIT GUE. GA NGERUGIIN EMAK BAPAK LO INI Akibat terlalu sering diceramahin beli album',0,0,0,1,0,0,0
Nama: Jonru Ginting Status: Terlapor Kasus: Ujaran Kebencian (diduga) Mendukung Anies-Sandi,0,0,0,0,0,0,0
nga usah ngomong luh geblek!!',0,0,1,0,0,0,0
Setuju klo tdk mau kita usir seluruh budha yg di indonesia?,1,0,0,1,0,0,1
Anda menghina Islam  Muhammad tidak tahu budi terhadap sukunya sendiri  mengajar solat minta pahala dari Allah SWT,1,0,0,1,0,0,0
BUBARKAN ILUNI UI,0,0,0,0,0,0,1
Pak  secepatnya Islam dinyatakan sesat dan menyesatkan  tidak perlu lagi ada bank syariah,1,0,0,1,0,0,0
Ikutan aja lu  kampret.',0,0,1,0,0,0,0
Blm jd gub aja sdh nabrak etika  gmn kl menjabat? Emg yg lantik dia kl jd gub dukun ya ato capres? Kl ga seneng sm presiden yg menjabat ya jgn mau dilantik sm beliau jd jgn jd cagub skr  ntar aja kl yg dia dukung sdh jd presiden br nyagub..',0,0,1,0,0,0,0
DASAR CEBONG DUNGU 7 TURUNAN&lt,0,0,1,0,0,0,0
"Seriuus neh berita ??? Polisi mau ikutan politik... Kok braninya ama tukang becak... Emang dia doang yg pakek... Dah mulai ketakutan yaa.. ""power syndrome melanda istana"" vs tukang becak. ,1,0,0,1,0,0,0"
Prabowo Subianto Tak Restui Ketua Gerindra Jateng Maju Pilgub Ini Alasannya ,0,0,0,0,0,0,0
Jangan serahkan nasib Bangsa ini kepada orang-orang yg mengabdi (meng-kacungkan diri) ke cukong-cukong aseng pengkhianat NKRI yg jadi pemodal dana kampanye mereka.#2019GantiPresiden',1,0,0,1,0,0,0
Karena partaimu pdip itu bajingan',0,0,0,1,0,0,0
Kaum 1/2 kapir dengan #OtakJunkFood nya masih berkelit mencatut islam dg kegiatan2 yang merusak aqidah islam',1,0,0,1,0,0,0
Alaaaahhhhh  omongan cebong mah udah ketauan kemana arahnya... Mau pakek tol kelok 1000 pun tetep... Ga usah sok2 Islam lu bong!!!',1,0,1,1,0,0,0
Anda mendungukan & membiadabkan bangsa mengajak menyembah-nyembah Allah SWT dungu dan biadab,1,0,1,1,0,0,0
jokowi yg mundur lebih pas!!!,0,0,0,0,0,0,1
Binatang terkutuk',0,0,1,0,0,0,0
Bilangnya anti ASING  ASENG  ASONG dan KOFAR  KAFIR  KAMPRETTTT.Ternyata manusia MUNA... semua kalian USER doyan juga rupanya sama ASENG sampe import bawang puti,1,0,0,1,0,0,0
dasar tolol.',0,0,0,1,0,0,0
Masih lebih terhormat pelacur dari pade lo iblis betina kerjanya hanya nyebarin HOAX  nista amat sih hidup lo',0,0,1,1,0,0,0
Ditanya siapa gantinya presiden  celeng lansung klojotan Gak salah rockygering bilang celeng dungu stabil.',1,0,1,1,0,0,0
Bangke luh...',0,0,1,0,0,0,0
Giliran disodorin fakta yg ada cebong pd mingkem...ttep aja bgi cebong mau die sengsara jg dkung Dilan.otaknya udh terkontaminasi...gc bisa mikir waras',0,0,1,0,0,0,0
klo mmang benar dngan smua ini   tanpa adanya hukuman buat si Bangke keturunan Babi keparat ini. Cukuplah sudah penderitaan yg di alami Rakyat indonesia (Nusantara yg di dlmnya bahasa adat istiadat budaya ras agama suku dll)Pemimpin a,1,0,0,1,0,0,0
Cebong udah girang  pdhl di kibulin  najis lo bong mata lo pd picek..',0,0,1,0,0,0,0
Ayat ini juga dikaji: penggallah kepala dan pancunglah tiap2 ujung jari mereka (8:12),1,0,0,0,0,0,1
Bak sampah jerman sdh anis diresmikan  blm? Wc keliling gunting pitanya ya  nis.',1,0,0,1,0,0,0
Seandainya Jend. Suharto tidak ada di tahun 1965 nasib bangsa indonesia bisa menjadi negara komunis ateis ,1,0,0,1,0,0,0
Mana sangup dia nangkep. Yg jadi presiden cuma petugas partai. Junjunan mangkrak ya jinjingan bloon',0,0,0,1,0,0,0
Lawan Politik Mulai Tebar Fitnah Ada Upaya Jegal Prabowo Maju di pemilihan presiden 2019 ,0,0,0,1,0,0,0
udehh tau junjungan cebong itu licik..yaa kok pada mau menghamba ama tukang ngibul..',0,0,1,1,0,0,0
Kapan  bikin film bakar2 Sekolahan buat pencitraan pak USER ,0,0,0,1,0,0,0
"Mau mulai FuBu-an tuh  pelajari dulu calon partnernya. Jgn langsung hajar. Pake analisa SWOT. Pelajari strengthnya apa  weaknessnya apa  opportunity kyk gimana &amp; threat dr sebahaya apa. Logic dikit. Jgn   begitu ketemu langsung sikat. Kalo dia psyco gara2 disyerpik  mampus ,0,0,0,1,0,0,0"
"hati-hati kalian orang-orang dan kader GUSDUR yg pribumi antek CINA yg dipasang di rezim ini Lagi sedang ""ngepret"" saat ini.,1,0,0,1,0,0,0"
Kenapa #2019GantiPresiden ?  ?Karena Pengangguran Meningkat?,1,0,0,1,0,0,1
Kecoak mulai ngomong g jelas juntrungannya  ya gw tinggal  gak mutu ngomong sama orang dungu kayak ente',0,0,1,1,0,0,0
BODO AMAT BNGS GUE LAGI UAS ,0,0,1,0,0,0,0
jyjyk kau maho',0,0,0,1,0,0,0
Dasar celeng :),0,0,1,0,0,0,0
Maling teriak maling  Kafir teriak kafir  biaSanya orang2 kayak gtu waktu lahirnya cmpur TAI...!',1,0,1,1,0,0,0
Si anak kampang muncul di twitter ',0,0,1,0,0,0,0
APA-APAAN BAPAKNYA SI KA COCOT SITOHANG',0,0,1,0,0,0,0
karena kamu kayak kntl',0,0,1,0,0,0,0
lebih unik bapak lo dari pada jokowi,0,0,0,1,0,0,0
"Nabi Adam itu Fiksi; Nabi Ibrahim itu Fiksi; Nabi Musa itu Fiksi; Nabi Nuh itu Fiksi; Nabi Isa itu Fiksi; ; Dan para ulama jadi kelihatan dungu utk memperingati Nuzul Quran tiap tahun  jk mengikuti logika USER,1,0,0,1,0,0,0"
Apalagi teriak Allah hu Barbar  rusak telinga Bung Fahri  kapan diskusi Buang Islam di DPR?,1,0,0,1,0,0,0
Kkkkkkkkkkkkkk  Bong200 koq sama sprti junjunganmu sdh dungu plonga plongo lagi.... #2019GantiPresiden,1,0,0,1,0,0,1
Lagi! Isu kemanusiaan Rohingya membuktikan ketidakcermatan  dan Tim dalam mengelola sebuah isu.,1,0,0,0,0,0,0
Ada saatnya kau menyesal bangsad :v Karna saya sakit aja ini  saya jadi gak bisa ngapa-ngapain  tunggu aja saya sehat ya lihat apa yang bisa saya lakuin  bangsad kau.',0,0,1,0,0,0,0
Kafir nyamar. Pemakan babi. Mulut sama dengan junjungannya yang PK di tolak.',1,0,1,1,0,0,0
Eh serius pen muntah beneran tai lo hyung',0,0,1,0,0,0,0
Mereka sinting ...dan mulai merusak',0,0,1,1,0,0,0
"Aki"" Amien Rais blg prabowo sm dgn bung karno ?sma drmn bung karno mempersatukan suku agama ras pulau NKRI wowo mlh mmcah belah dsr mabok aki,1,0,0,1,0,0,0"
kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak  kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadi,1,0,0,1,0,0,0
Berbagai cara dilakukan rezim jokowi (baca: rezim SBY jilid 3) untuk meraih dukungan Republiken. Isu Islam Radikal  terorisme Islam  ancaman ISIS  Islam Nusantara  LGBT dll digoreng untuk meyakinkan Republiken AS bahwa presiden RI mendatang tetap di tang,1,1,0,1,0,0,0
Yang anti kebhinnekaan cebong  yg dituduh ummat islam',1,0,0,1,0,0,0
Berdalih 4 pilar  MPR dungukan & biadabkan bangsa  dakwah Islam menyeru nyembah2 Allah SWT benci kafir  mecah bangsa,1,0,1,1,0,0,0
Kno gw bilang bencong tu hti? Karna ikut makan duit pemerintahan yg sah skrg  tapi mau mengganti dasar Pancasila Negara dgn khilafah  apa gak bencong itu namanya?,1,0,1,1,0,0,0
key-point : cebong dungu  IQ sekolam  ngeyel ujung2nya balik ke kolam  pokoknya ganti ..trus apa lagi ya?? ,0,0,1,1,0,0,0
PemikiranDuaArahRiskanDiHantamMasalahKaRenaPosisinyaDitengahSebagaiPenyeImbangBiLaTerLaluCondongHabisLahSudah... *KaLauHiTamKatakanHitamBegituPuLaSebaliknya #2019GantiPresiden,1,0,1,1,0,0,0
September perang PKI Desember perang topi santa gitu aja terus sampai prabowo jd mentri peranan wanita.,1,1,0,1,0,0,0
Luar Biasa hingga kebijakan Indonesia tdk boleh bertentangan dgn kepentingan Cina,1,0,0,1,0,0,0
DPR MPR segera ambil tindakan  PECAT DENGAN TIDAK TERHORMAT Setya Novanto  kami tidak sudi diwakili manusia hina itu!! ttd. RAKYAT INDONESIA,0,0,0,1,0,0,1
Iya huhu dia tuh orangnya emang rada udik ngeliat sesuatu langsuh WAAH WAAH WAAH  kayanya peru buat kompilasi dia bilang waaah waah',0,0,0,1,0,0,0
Lu yg lebih dongo  suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik',0,0,1,1,0,0,0
Cewek lo maho.',0,0,1,0,0,0,0
Apa usir saja budha myanmar disini supaya tidak buat kacau seperti di myanmar?,1,1,0,1,0,0,0
Inikan rezim anti Islam yah jd kita kudu ngertilah,1,0,0,1,0,0,0
kalau provokasi lengeserkan Jokowi..gue ikut juga mau lengserkan Jusuf Kalla. ..biar adil biar rame.. JK tamak.,1,0,0,1,0,0,1
Ini rezim sensasional  tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi  berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara ,1,0,0,1,0,0,0
Sebelum Tentara Saudi Tiba di Suriah  ISIS BANCI LARI ke Libya  ,1,0,0,1,0,0,0
Jika ahok bebas ULAMA  kemungkinan akan bisa memberi komando revolusi lengserkan jokowi*_ Sumber Dari:_,1,1,0,0,0,0,1
Selamat di atas penderitaan orang lain ? Hih. ,0,0,0,1,0,0,0
budha membantai muslim rohingya,1,0,0,1,0,0,0
pendusta itu pemimpin agama kristen gitu ya teh?,1,0,0,1,0,0,0
Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??',0,0,1,0,0,0,0
Kartu kredit gak punya tpi Utangan Negara Banyak,0,0,0,1,0,0,0
aq paham skrg knp pemerintah pusat terkesan spt membiarkan ASU dgn segala progran2 bego progresifnya  taunya yaa biar masyarakat bisa nilai sendiri n pasti program2 itu ancur2 sendiri kok  ya namanya juga ASU  emang bisa apa selain pose elang ngepet.. ,1,0,1,1,0,0,0
kaum cebong dungu  saham itu soal pengambilan keputusan mayoritas  bukan dapat keuntungan lebih banyak..emangnya siapa yg gaji pekerja  yg punya alatnya ? semua dari freeport..',1,0,1,1,0,0,0
Yg gak pake jilbab komunis? Megawati  sri mulyani  puan maharani lo sebut apa?Mo ngetwit pinter dl ya tong...',1,0,0,1,0,0,0
lu bacot',0,0,1,0,0,0,0
Apa pak Jokowi gak punya staf ahli khusus mempertahankan aset nasional? Terlalu.... diktator jomblo lokal,0,0,0,1,0,0,0
Makin masif saja para cina dan antek komunis ,1,0,0,1,0,0,0
Asli bego gak kelar2 nih partai. Kualitas kayak gini disebut partai Allah. Ckckck.. Begonya lagi bani micin masih setia aja mendukung bosnya jadi capres. Dumbception..',1,0,1,1,0,0,0
Pak  proses buang Islam tak boleh main paksa  tapi harus dilakukan dengan kesadaran sendiri,1,0,0,1,0,0,0
Ahok harus Tamat penjarakan ahok penjarakan ahok,1,0,0,0,0,0,1
Isu pki terus di hembuskan grup grup pendukung prabowo,1,0,0,1,0,0,0
"Pak  tolonglah. Ajak buzzer"" bapak untuk jadi lebih pinter. Bukan anggar jago menghina orang"" yg ngga suka. Pake lapor"" polisi. Duh!,0,0,0,1,0,0,0"
Belum dijelaskan  haji adalah penipuan? Ibrahim tak mungkin dikubur di Kabah  Anda biarkan rakyat ditipu Pak Lukman?,1,0,0,1,0,0,0
Sinting kah km ini bos yg mo bubarkan kpk siapa klo bkn km dan orang-orangmu,1,0,0,1,0,0,0
Sampean sarap ya..kl impor pswat terbg gak pa2.. ini impor garam. Gk kebayang indonesia yg isinya garam semua kok garam jgdiimpor ...dasar otak ente ampu kaki',1,0,1,1,0,0,0
Ya..ttp aj waspada..!!Antek komunis itu pintr kamuflase..,1,0,0,1,0,0,0
apapun masalah nya   muara nya tanggung jawab Presiden.. solusi dari solusi terbaik.. Turunkan jokowi...!!,1,0,0,1,0,0,1
Jika ada tokoh agama  Lalu berpolitik praktis untuk jabatan2 publik?  Dengan menggunakan identitas keagamaan?. ?. Itu di lingkungan agama Budha  Ibaratkan ada yang mengaku biksu  Tetapi makan daging iya  Bahkan berkeluarga Minum miras pun iya,1,0,0,1,0,0,0
Bukan milik kampret bodoh pastinya..ga sampe otaknya kampret',0,0,1,1,0,0,0
Ayo dah dukung penuh 1.000% Yg jelas #2019GantiPresiden,0,0,0,1,0,0,1
Gw juga ngimpi SENTILIN BIJI BABI AHOK  pcetar Pcetar  langsung kejang2 die  ngadu ke Jkw  Jkw: makanye sunat dulu  bru NGOMONG Almaidah.,1,0,1,1,0,0,0
Wkwkwkwk mampus luh',0,0,0,0,0,0,1
Bodat KOMUNIS piaraan CINA LOLENG kau',1,0,0,1,0,0,0
Antek PKI dan simpatisannya juga proxy cina komunis pasti sangat membenci TNI dan Panglimanya. Wajar seekali merek,1,1,0,1,0,0,0
Promosi bani kampret',0,0,1,1,0,0,0
Bukan nya elu dan gerombolan elu malah lebih sering menghina Presiden?? Mestinya lu duluan Yg diproses..',0,0,0,1,0,0,0
kapan kita mulai lengserkan jokowi frop ?itu udh lebih parah frop ,1,0,0,1,0,0,1
buta ya om',0,0,0,1,0,0,0
BACA MULAI DARI JUDULNYE NYET BIAR GK JADI DOMBA IDIOT!!!',0,0,1,0,0,0,0
Usai Dibebaskan Pengadilan Ust. Alfian Tanjung Langsung Ditangkap Lagi. Dimana keadilan?  ,1,0,0,1,0,0,0
Fitnah makanan elo nih akun sampah..,0,0,0,1,0,0,0
Luh anak monyet  sllu bawa2 agama kalo bicara politik harus tau wawasan .wwsn luh dangkal jdi kalo di sosmed luh bcranya sektariannizrm - pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong .makar .wong panglima gatot ajah .gak ada kaitanny,1,0,1,1,0,0,0
Semoga Allah segera menghancurleburkan kafir Budha teroris yang telah menzalimi kaum Muslim Rohingya.,1,1,1,1,0,0,1
Zaman pak SBY antek-antek PKI tdk merajalela mengganas seperti masa sekarang.,1,0,0,1,0,0,0
CSIS pembohong jangan harp menang 2019 cuih ,0,0,0,1,0,0,0
MUNDUR dari sekarang pak Gatot &amp bersaing sehat dgn Pk Jokowi,0,0,0,1,0,0,0
Pe Ka eS lagiiiii...!!! USER gitu lho... Partai Kampret Sejati ,0,0,1,1,0,0,0
namanya juga cari nafkah bangsad',0,0,1,0,0,0,0
Setuju pakek banget...  Sekjen PCN (Partai Cocot Nusantara)',0,0,1,0,0,0,0
Keparat bener org macam mantan gue itu',0,0,1,0,0,0,0
Sekjen PBB keknya bagian dari Saracen.. :-),0,0,0,1,0,0,0
Saya suka video  'AHOK BEBAS' Anies Makin Terpuruk &amp Terancam Gagal Jadi Gubernur Jika Sandi RESMI,0,0,1,1,0,0,0
Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah',1,0,1,1,0,0,0
kalo KH Ma'ruf ngomong pada belaga budek   pada belaga pilon  masih nyundul #gantipresiden,0,0,1,1,0,0,1
Sy yakin klo rakyat di suruh mmilih spa harus di bubarkan psti nya DPR yg hrs di bubarkan ! wlo ga ssuai kntitusi ,0,0,1,1,0,0,0
replyan gue ga dibalas mulu dasar onta cebong',0,0,1,0,0,0,0
Orang punya saksi anjing dikasus babi.. Tolol ,0,0,1,0,0,0,0
ANJING GOBLOG SETAN BANGSAT!!!!!!!!!!',0,0,1,0,0,0,0
Ahokers 11 12 = Jokowers Mereka Semakin KESURUPAN Rakus 2 periode ?? Krn itu #2019GantiPresiden Bergerak?,1,0,0,1,0,0,0
20.3 kb/s. Koneksi bangsad-_-',0,0,0,1,0,0,0
KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...',0,0,1,1,0,0,0
Ganti Presiden Endasmu atos....jangan ngumbar cocot he...goblog....',1,0,1,1,0,0,1
Males gua bacanya onta',0,0,1,0,0,0,0
Anak pemberontak tak layak jadi apa-apa di negeri ini.,0,0,0,1,0,0,0
Detik ini juga membuktikan Lu lelaki BAJINGAN',0,0,1,0,0,0,0
Bandung udah ga butuh event2 tiap weekend atau tiap tanggal merah. Macet bangsad',0,0,1,0,0,0,0
presiden buta tuli makanya memimpin dg tubruk-tabrak dan budek denger rakyat teriak lengserkan jokowi,1,0,1,1,0,0,0
bising betul cina cina ni 1,0,0,1,0,0,0
Bro  jgn lupa dijenguk! Gara-gara asma dewi lo menang kan,0,0,0,1,0,0,0
WONG EDAN KOE',0,0,1,0,0,0,0
Setiap kritik ke jokowi pasti dianggap nyinyir ama bani kolam.Mau mrk  itu kritik lalu diujungnya hrs dukung 2 periode.Lo kritik tp gak dukung  artinya nyinyir dan itu haram. Begitu definisi kritik ala cebi.Dan nalarpun rusak parah....',0,0,1,1,0,0,0
paling agendanya jg sama tema boleh beda tujuan ttp sama turunkan  mau nya diperalat politik dgn kemasan agama,0,0,0,1,0,0,0
Dulu para pahlawan berjuang susah payah  korban jiwa raga utk usir penjajah. Eh..skrg koq kita biarkan negeri ini dijajah cina dgn mudahnya ?!,1,1,0,1,0,0,0
GAUSAH DIBALIK ONTA',0,0,1,0,0,0,0
Anies sandi gk bakal berani ...yakiinn,0,0,0,1,0,0,0
Emang dia mah gitu  sudah terkutuk bry',0,0,1,0,0,0,0
Dan hebat nya GK ada yg teriak antek cina,0,0,0,1,0,0,0
Nyatanya rakyat makin susah menteri perek daya beli hancur  setan iblis tukang tipu',1,0,1,1,0,0,0
spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,1,1,1,1,0,0,0
Najis bgt erel bencong',0,0,1,0,0,0,0
Kok bs gitu sih asu bgt paypal :(',0,0,1,0,0,0,0
Ahok calonin gubernur *siap-siap demo*,1,0,0,0,0,0,1
Ayooo serbuuu... persekusii... Hina presiden boleh  hina ulama TGB kyai said quraish shihab boleh  hina rijik persekusi... emang rijik nabi?',1,0,0,1,0,0,1
sumpah subjek ni byk gila babi',0,0,1,0,0,0,0
Jangan mau sama eto  homo dia',0,0,0,1,0,0,0
Jgn besar-besar kan si idiot itu  nanti dia jumawa  toh dia menang kemaren itu kita sama-sama tahu #2019GantiPresiden',1,0,1,1,0,0,1
Mulai kepanasan PKI,0,0,0,1,0,0,1
Mari siap-siap untuk bubarkan DPR,0,0,0,0,0,0,1
Orangan mancam ente gak di perlukan di negeri ini GEDONGAN gede dongo ngawur',0,0,0,1,0,0,0
Yg makar omonganmu zon suka adu domba dan bawa nama islam  agama pegangan hidup seseorang jgn sok suci kamu zon lambemu ndoweh banyak bacot',1,0,0,1,0,0,0
Bajingan emang indosat -_-',0,0,1,0,0,0,0
Lg bisnis biarin aja yg pting 2019ganti presiden yg amanah seswe janji..gmgnya gk impor malah serba impor.petani negri sendiri gigit jari. ampun deh',1,0,0,1,0,0,0
Wisma darulaman. Kerja banci. Lebih politik la,0,0,0,1,0,0,0
balik cepat la setan',0,0,1,0,0,0,0
Lu maho',0,0,1,0,0,0,0
Karna si nganu jg sampe skg agamanya msh diragukan tp kalo menurutku sih dia Kapir jg',0,0,1,1,0,0,0
PRESIDEN DIHINA. Kapolri  Menkumham  Mendikbud Menhan  Abu Janda Anshor  Banser. Semua terdiam. Ajaib.',1,0,1,1,0,0,0
Hmmm saya mencium aroma aroma jablay Pantes ae bangsat yoj pergi lu',0,0,1,1,0,0,0
DONATUR 212 JADI KORBAN? (iya sih dia jadi korban) TETAPI korban dari KEBIADABANNYA menipu 86.720 orang yang mau umroh.,1,0,1,1,0,0,0
Jangan biarkan Pemprov DKI bekerja sendiri  mari kita dukung dan ikut membantu Pemprov dalam melawan cukong  aseng  asing dan para koruptor.Bersatu kita teguh  Pemprov DKI bersama warga DKI Jakarta   dan para k asing aseng melawan cukong,0,0,0,1,0,0,0
Kampungan bgt sih ngomongnya   diatas bahas apa lu jawab apa Sorry nga level berdebat ama Lu   Dungu otaknya,0,0,0,1,0,0,0
Palestina antek aseng jg tohh....',1,0,0,1,0,0,0
jokowi tidak hormat terhadap muslim yg terzalimi,1,0,0,1,0,0,0
Mohon dapat dimaklumi. Bani kodok gampang meriang kurang oxigen kelamaan dicomberan.',0,0,0,1,0,0,0
Klo benar setya novanto nitip absen .... Bener bener politisi koplak bikin malu wakil rakyat.....pecat dia....,1,0,1,1,0,0,1
Selamat datang bani kampret',0,0,1,0,0,0,1
dimas maho doyan pentil mimi peri',0,0,1,1,0,0,0
Blokir Jokowi Mantap  ternyata di dunia maya sdh menggambarkan  tinggal realisasi di dunia nyata LENGSERKAN JOKOWI,1,0,0,0,0,0,1
Pak  tak perlu Anda ber-busa2 bicara deradikalisasi  cukup jelaskan solat tak ada manfaatnya,1,0,0,1,0,0,0
Dengan Gojek #2019GantiPresiden ayo viralkan cc ,1,0,0,0,0,0,1
sengkuni sekarang sudah jadi tukang ramal lho  dia ramal anies penyelamat bangsa cocot e sengkuni kok dipercaya  masuk neraka lo kalau percaya amin rais si tukang ramal',1,0,1,1,0,0,1
Sumbu pendek: jokowi koalisi dengan negara PKI  Jokowi PKI  lengserkan jokowi.... pusying hamba,1,0,1,1,0,0,1
Aku bukan minat pun mail. Tapi looking at whole..Ya dia memang dulunya cheater. Tapi dia da mengaku silap dia and minta maaf. Yg sampah sarap adalah kau . Sshhh',0,0,1,1,0,0,0
