,Tweet,KS,KH,DH,TDH,SWA,LO,AK
467,Terus menurut lo kitab suci agAma apa yg di bilang om  #Mendadakkalap,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Ada cebong bang dia merasa paling benar',0.0,0.0,1.0,0.0,0.0,0.0,0.0
469,Kamu transgender atau gmn anjing :( ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,Gue saranin gk perlu bnyk bacot maling ayat  langsung to the point aja lu jadi orang... Yg tdk sepaham lu teriakin aja kafir sesat liberal  pemuja dukun  bla blaaa.. pasti hatimu puas dehh ..',1.0,0.0,1.0,1.0,0.0,0.0,0.0
471,Jgn salah target bkn ahok... agenda utama lengserkan Jokowi ..,1.0,0.0,0.0,1.0,0.0,0.0,0.0
472,masa baru kena hestek aja udah kepanasan ??? Kepo banget #2019GantiPresiden,1.0,0.0,0.0,1.0,0.0,0.0,0.0
473,Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,1.0,0.0,0.0,1.0,0.0,0.0,0.0
474,Yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.',1.0,0.0,1.0,1.0,0.0,0.0,0.0
475,Wuih... cebong sewot...,0.0,0.0,1.0,1.0,0.0,0.0,0.0
476,Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka,0.0,0.0,1.0,0.0,0.0,0.0,0.0
477,Anak pecun... ga jauh2 dr hobi zina.. haha',0.0,0.0,1.0,1.0,0.0,0.0,0.0
478,Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,0.0,0.0,0.0,1.0,0.0,0.0,1.0
479,Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong ,1.0,1.0,1.0,1.0,0.0,0.0,0.0
480,Cina perusak bangsa!! Usir !! Stuju??,1.0,0.0,0.0,1.0,0.0,0.0,1.0
481,#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,1.0,0.0,1.0,1.0,0.0,0.0,0.0
482,Itu baru di Sul Teng.. !!! Ini ekses akibat tersandera hutang china !!! #2019GantiPresiden #2019PresidenBaru #2019TetapJokowiGanti,1.0,1.0,0.0,1.0,0.0,0.0,0.0
483,Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby,1.0,0.0,0.0,1.0,0.0,0.0,0.0
484,RT  : Admin tolol di partai tolol Partai Tolol untuk orang Tolol',1.0,0.0,0.0,1.0,0.0,0.0,0.0
485,Jokowi aja yg mundur.   tutup. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu . Broo',0.0,0.0,0.0,1.0,0.0,0.0,0.0
487,Ada amin rasis. Ada amat dani Ada ratna si paiiit.Ada si onta.Ada si lobang anus.Jdi jngan takut wo wo..Kehabisan obat penenang yh.,0.0,0.0,1.0,1.0,0.0,0.0,0.0
488,Tunggu komando IMAM BEJAT CABUL . TAIK BEER  Ape2 bawa ULAMA...DASAR Banj SEMPAK',0.0,0.0,1.0,1.0,0.0,0.0,0.0
489,Kabinet berantakan Pemecah belah persatuan hanya ad di rezim ini',1.0,0.0,0.0,1.0,0.0,0.0,0.0
490,dih! Ngaku lebih pinter dr orang politik  NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!!   ckakakakak',0.0,0.0,0.0,1.0,0.0,0.0,0.0
491,#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible  lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan',1.0,1.0,0.0,1.0,0.0,0.0,0.0
492,ga caya sama mulut buaya mu bwang',0.0,0.0,1.0,0.0,0.0,0.0,0.0
493,RT     Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1.0,0.0,1.0,0.0,0.0,0.0,0.0
494,umuh  persib persib kunyuk!!!!',0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,Buat film muslim pilih ahok mati nggak di sholatin...... dijamin laris ......,1.0,0.0,0.0,0.0,0.0,1.0,0.0
496,Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,0.0,0.0,1.0,0.0,0.0,0.0,0.0
497,Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel Situ maksa ane jadi cebong?',0.0,0.0,1.0,0.0,0.0,0.0,0.0
498,Kelemahan gerindra itu ada di orang ini ...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO,1.0,0.0,1.0,1.0,0.0,0.0,0.0
499, mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit  kacaoooooo!!',1.0,0.0,0.0,1.0,0.0,0.0,0.0
500,"tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1  TUKANG TIPU !!!; cebong mah gitu  goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #,1,0,1,1,0,0,0",,,,,,,
501, Kemarin di hujat sekarang mengharap dasar para bani kamprey',0.0,0.0,1.0,0.0,0.0,0.0,0.0
502,Penjelasan sy bukan FITNAH  silahkan DIBANTAH   Apollinaris Darmawan Sebut Al-Quran Kitab Sampah,1.0,0.0,0.0,1.0,0.0,0.0,0.0
503,Monyet aja koloe dbilang saudra sma elo pasti ogah  hdupmu kok gini amat ya.. Toe Hati apa comberan?  ',0.0,0.0,1.0,1.0,0.0,0.0,0.0
504,"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden  PKS MERADANG; ; Bukti pemerintah panik dan takut?,0,1,0,1,0,0,0",,,,,,,
505,lebih baik jokowi mundur..,1.0,0.0,0.0,1.0,0.0,0.0,0.0
506,Oleh rezim skrg atas kendali Negara Cina Komunis yg mjd patron tunggal rezim anti islam ( Jokowi ),1.0,1.0,0.0,1.0,0.0,0.0,0.0
507,Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop  gua ketawa paling keras.',0.0,0.0,0.0,1.0,0.0,0.0,0.0
508,MAJU KAMU NGATAIN MAMA AKU BOLOT',0.0,0.0,1.0,0.0,0.0,0.0,0.0
509,Grombolan Kadal Jidat gosong mmg bgtu  sukanya ribut tapi klo grombolanya yg salah pura2 Budek..Dasar Grombolan Cingkrang ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
510,RT     betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,0.0,0.0,1.0,1.0,0.0,0.0,0.0
511,siapa bego lu bukan tmn gua najis dah kesel sendiri gue',0.0,0.0,1.0,1.0,0.0,0.0,0.0
512,Kafir kristen selalu buat ulah,1.0,0.0,0.0,1.0,0.0,0.0,0.0
513,Tau dong  bau baunya udh keciri ini sipit buluq',0.0,0.0,0.0,1.0,0.0,0.0,0.0
514,Onta yaman ni setahun lagi gua deportasi loe',0.0,0.0,0.0,1.0,0.0,0.0,1.0
515,anak cocot ya ini  ',0.0,0.0,0.0,1.0,0.0,0.0,0.0
516,udah ketauan HOAX ya Fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di SS taunya berit udah,0.0,0.0,0.0,1.0,0.0,0.0,0.0
517,Pantas indonesia mundur dalam segala bentuk,0.0,0.0,0.0,1.0,0.0,0.0,0.0
518,Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a,1.0,1.0,1.0,1.0,0.0,0.0,0.0
519,Cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..',0.0,0.0,1.0,1.0,0.0,0.0,0.0
520,PARTAI KORUPSI SAPI......goblog...',1.0,0.0,1.0,1.0,0.0,0.0,0.0
521,Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat  gmn mau open redtube ? Cetan !!  ',0.0,0.0,1.0,1.0,0.0,0.0,0.0
522,Nikita Mirzani udah pake hijab  yg masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!! #cokoRers',0.0,0.0,1.0,1.0,0.0,0.0,0.0
523,KELAKUAN bodoh   masuk KATEGORI perbuatan TIDAK MENYENANGKAN Kelakuan sontoloyo   sangat MENGANGGU persatuan BANGSA Kelakuan NAIF   secara TIDAK LANGSUNG sbg bentuk INTIMIDASI thd ULAMA Kelakuan  ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
524,Kotor ga masalah yang penting bahagia warganya  cebong mana ngerti',0.0,0.0,1.0,0.0,0.0,0.0,0.0
525,RT  : Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah  dan Prabowo berusaha cuci tangan,1.0,0.0,0.0,1.0,0.0,0.0,0.0
526,Bikan Kaya Orang Bego Bro ?Tapi...Memang B..EGO.',0.0,0.0,0.0,1.0,0.0,0.0,0.0
527,Pak   Mahfud MD sudah berpaling dari Allah SWT Pemberang  demi bangsa ajak semua Buang Islam,1.0,0.0,1.0,1.0,0.0,1.0,0.0
528, Orang2 bego kebanyakan minum &amp makan kotoran onta ...otak nya somplak',0.0,0.0,1.0,1.0,0.0,0.0,0.0
529,Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Lembaga2 anti-korupsi masa lalu bubar krn sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yg plg ngotot ingin bubarkan KPK?,1.0,1.0,0.0,0.0,0.0,0.0,0.0
531,Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL,1.0,1.0,0.0,1.0,0.0,0.0,0.0
532,RT  :     Lo rabun apa budek?Gue nulis gak ngomong!!,0.0,0.0,0.0,1.0,0.0,0.0,0.0
533,  Brahahahaaa  Cebong nya NgAhok ! ((( cebong blm cebok )))  ',0.0,0.0,0.0,1.0,0.0,0.0,0.0
534,ARTINYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia,1.0,1.0,0.0,1.0,0.0,0.0,1.0
535,Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah bnyak berbuat untuk umat... URL,1.0,0.0,0.0,1.0,0.0,0.0,0.0
536,Manusia bangsad -.-',0.0,0.0,0.0,1.0,0.0,0.0,0.0
537,RT   Tpi ingat ya. Jangan sampe Cina mengenalkan wisata Haram jga ke indonesia hahaha,1.0,0.0,0.0,1.0,0.0,0.0,0.0
538,RT   Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis,0.0,0.0,0.0,0.0,1.0,0.0,0.0
539,Udah minta maaf kunyuk   bro.Enak bgt rasan mereka....sebar hoax  minta maaf....sebar hoax lagi  minta maaf lagi.Mesti d sapu dulu   biar jera nih orang.... URL,0.0,0.0,1.0,1.0,0.0,0.0,0.0
540,RT  : Provider brengsek',0.0,0.0,0.0,1.0,0.0,0.0,0.0
541, Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!',1.0,0.0,0.0,1.0,0.0,0.0,0.0
542,kampret complain rag ditanggepi fuck',0.0,0.0,1.0,0.0,0.0,0.0,0.0
543,Kamu kok kaya jablay GTA maunya dijemput pake mobil',0.0,0.0,0.0,1.0,0.0,0.0,0.0
544,Sementara itu   kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!,1.0,0.0,0.0,1.0,0.0,0.0,1.0
545,hah  katanya saling melengkapi. orang buktinya kamu juga goblok. gimana si?',0.0,0.0,0.0,1.0,0.0,0.0,0.0
546,  nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi ',0.0,0.0,1.0,0.0,0.0,0.0,0.0
547,Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,1.0,0.0,1.0,1.0,0.0,0.0,0.0
548,  Ih banci selotipan ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
549,RT   Haha kalah ni yee org jahat pasti kalah,0.0,0.0,0.0,1.0,0.0,0.0,0.0
550,RT  :   Yg cinta orba pasti meng idola kan prabowo &amp hary tanoe :D,0.0,0.0,0.0,1.0,0.0,0.0,0.0
551,Nantang buka Dadalah  eh nyebut Setanlah emang sudah pada habis Kamus ngelawan  Kenegarawanan Pak Joko Widodo Presiden RI ke 7  pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik  MERDEKA.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
552,BELAH  duren yaaaa. Gak dungu ya gak cebong. Maaf ya.',0.0,0.0,0.0,1.0,0.0,0.0,0.0
553,Bubarkan HTI &amp FPI. ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
554,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
555,pak   perlu melanjutkan rencana   untuk menyeret   ke pengadilan HAM PBB ! ,0.0,0.0,0.0,0.0,0.0,0.0,1.0
556,Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi budaya  hasil bumi oleh cina harus kita basmi. Demi NKRI. UsirÙ?,1.0,1.0,0.0,1.0,0.0,0.0,1.0
557,Survei di Metro TV Jokowi menang dari Presiden Baru Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46% Jangan2 salah judul maksudnya Jokowi Masih Menangis Sumber : Zie Bajrie,0.0,0.0,0.0,1.0,0.0,0.0,0.0
558,Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun  ,0.0,0.0,0.0,1.0,0.0,0.0,1.0
559,RT   Wah hebatnya pak  .... Yg lg sibuk pencitraan...  ..  ..   .. .... BACA NIH,0.0,0.0,0.0,1.0,0.0,0.0,0.0
560,bagi anda mungkin gk apa2  tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami',1.0,0.0,1.0,1.0,0.0,0.0,0.0
561,RT   baby kafir budha teroris myanmar,1.0,0.0,0.0,1.0,0.0,0.0,0.0
562,Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar ,0.0,1.0,0.0,1.0,0.0,0.0,0.0
563,RT     jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat,1.0,0.0,0.0,1.0,0.0,0.0,0.0
564,Kapan tuh si BEJAT CABUL   balik ? Pengecut si Onta itu ye...',0.0,0.0,0.0,1.0,0.0,0.0,0.0
565,Menurut Wibisono  pencitraan Jokowi telah disebarkan up media massa pro asing  sehingga terkesan Jokowi berhasil.,0.0,0.0,0.0,1.0,0.0,0.0,1.0
566,RT  :     adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.Kampungan lu.',0.0,0.0,1.0,1.0,0.0,0.0,0.0
567,Km terlalu mainstream mengaartikan  pintar . Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making,0.0,0.0,0.0,1.0,0.0,0.0,0.0
568,Gw terpukaukaukau #2019GantiPresiden,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569,Yaaelah chat aja loe urusin  noh yg dah keliatan mesum anggotaDPR pd mingkem  yg nyata selingkuh 7th kalian pura2 budek  #bong200 gk nyampe otaknya...' apakah keluarga anda yg gak pake hijab komunis jga?,1.0,1.0,1.0,1.0,0.0,0.0,0.0
570,Lansung tag partainya...Ga berani ya  berarti kau BANCI....',0.0,0.0,0.0,1.0,0.0,0.0,0.0
571,KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1.0,0.0,0.0,1.0,0.0,0.0,0.0
572,Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo,0.0,0.0,1.0,1.0,0.0,0.0,0.0
573,Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan  main FTV aja joko judulnya ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
574,Budha bunuh muslim di myanmar,1.0,1.0,0.0,1.0,0.0,0.0,0.0
575,jahudi bangke minta sama jerman sana tempat ibadah',1.0,0.0,1.0,0.0,0.0,0.0,0.0
576,PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1.0,0.0,0.0,0.0,0.0,0.0,1.0
577,Hoax... Kodok... Biawak.... meroket.. sekop... Bangsat... Karbitan... Munafik..#2019GantiPresiden #2019PresidenBaru #2019TenggelamkanJokowiKesungaiSiak,1.0,0.0,1.0,1.0,0.0,0.0,1.0
578,Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,0.0,1.0,0.0,1.0,0.0,0.0,0.0
579,Gak vital gimana?udah dari kapan inter gak punya bek kanan yg bisa jd pembeda  terakhir itu ya era maicon  D'ambrosio juga baru2 setelah kedatangan cancelo bagusnya...Hmmmm berarti kesimpulannya yg geblek ausilio ini... ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
580,Namanya jg agama munafik...',1.0,0.0,0.0,1.0,0.0,0.0,0.0
581,43. Contoh lain: meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
582,Berhenti jadi konsumen wisata Haji & Umoh yg menipu  jadilah podusen wisata jiarah Indonesia,0.0,0.0,0.0,1.0,0.0,0.0,0.0
583,RT    Yg ada  cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
584,Bubarin nkri harga mati,1.0,0.0,0.0,0.0,0.0,0.0,1.0
585,Ingat baik-baik kata si royson   jokowi kacung gua..! Itulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam  Debt Trap  KOMUNIS CINA!So   menjadi wajib untuk #2019GantiPresiden!',1.0,1.0,1.0,1.0,0.0,0.0,1.0
586,Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan,1.0,0.0,0.0,1.0,0.0,0.0,0.0
587, Semua itu terdapat pada kelakuan bani CEBONG....',0.0,0.0,1.0,0.0,0.0,0.0,0.0
588,Cebong makin kepanasan jadi makin ngawur. ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
589,Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?,0.0,0.0,0.0,1.0,0.0,0.0,0.0
590,perempuan kaya lo mending mati aja deh  jelek aja  gausa sok jadi make up artist!,1.0,0.0,0.0,1.0,1.0,0.0,1.0
591,MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!,1.0,1.0,0.0,1.0,0.0,0.0,0.0
592,Banci kampungan HEEEE!!!',0.0,0.0,0.0,1.0,0.0,0.0,0.0
593,Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1.0,0.0,1.0,0.0,0.0,0.0,0.0
594,cina  apa hak lu melarang?,1.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup  Quran tak bicara cinta tapi perang bunuh penggal,1.0,0.0,0.0,1.0,0.0,0.0,1.0
596,Perjaka kq di jual... Sok sok an mau booking.. Tante idiot njir..',0.0,0.0,0.0,1.0,0.0,0.0,0.0
597,Rev 1: jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK',1.0,0.0,0.0,1.0,0.0,0.0,1.0
598,"Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden ; Jika pun tdk berdampak signifikan sekurang?nya kita telah mengobati dan mencegah penyakit ini bertambah parah.,1,0,0,1,0,0,0",,,,,,,
599,Culun mending kampung jes',0.0,0.0,0.0,1.0,0.0,0.0,0.0
600,Hah? Wah bangke emang nih truk',0.0,0.0,1.0,0.0,0.0,0.0,0.0
601,Cebong kampret  dan onta juga ngak bersinggungan dengan laut',0.0,0.0,1.0,0.0,0.0,0.0,0.0
602,Hahahaha orang gila ngomong cak..??Makanya jangan terlalu banyak micin biar otak loe encer cong...Ngomong ae ngawur muslim kamu itu muslim silit tau...babi.',1.0,0.0,1.0,1.0,0.0,0.0,0.0
603,apakah keluarga anda yg gak pake hijab komunis jga? Coba ngaca n introspeksi otak dipakai jgn cmn jd property or pa,1.0,0.0,0.0,1.0,0.0,0.0,0.0
604,COPOT Darmin Nasution Menko Perekonomian BODOH yang turunkan daya beli sejak menjabat    ,1.0,0.0,0.0,1.0,0.0,0.0,1.0
605,Matamu picek  cukk..Ora delok prestasli pak jokowi..Guoblokkk..!!Tolol....!!',0.0,0.0,0.0,1.0,0.0,0.0,0.0
606,Berhasil Penjarakan Ahok  Alumni 212 Pendukung Rizieq Akan Lengserkan Jokowi Usai Lebaran,1.0,0.0,0.0,0.0,0.0,0.0,1.0
607,Bersabar berdoa usaha  ikhtiar... Mudah-mudahan bentar lagi #2019GantiPresiden gak pake contekan  gak pake planga-plongo... ?,1.0,0.0,0.0,1.0,0.0,0.0,1.0
608,Umat islam siapa yg ente mksd??FPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum.Apa2 islam  apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam?,1.0,0.0,1.0,1.0,0.0,0.0,0.0
609,Celeng nya bang acon susah bgt dah,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!',0.0,0.0,1.0,0.0,0.0,0.0,0.0
611,Cie ni akun berhasil membodohi kaum 212  yg bikin kaum-kaumnya sendiri biar dikata Jokowi ANTI ISLAM  wkwkwk :),1.0,0.0,0.0,1.0,0.0,0.0,0.0
612,Yang juara ngibul kan junjungan kalian wahai bani kampret 212',0.0,0.0,1.0,1.0,0.0,0.0,0.0
613,Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Fahri Hamzah: Kalau Saya Jadi Presiden KPK Akan Saya Bubarkan ,1.0,0.0,0.0,0.0,0.0,0.0,1.0
615,Doi tuh native speaker ya.Mother language-nya english.Komen dijaga dong bangsad',0.0,0.0,0.0,1.0,0.0,0.0,0.0
616,Mungkin mrk slh tulis atau slh sebut aja Bu ... Mkst nya mungkin CEBONG MUDA KAMPUNGAN ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
617,kafir haram jadi pemimpin nyet',1.0,0.0,1.0,0.0,0.0,0.0,1.0
618,Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul  ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab  ane sodorin arab bani saud yg pro israel eh ente pura2,1.0,0.0,1.0,1.0,0.0,0.0,0.0
619,RT   Bubarkan DPR BUBARKAN.. SAVEKPK,1.0,0.0,0.0,0.0,0.0,0.0,1.0
620,Gua daiping mampus lu junedi',0.0,0.0,1.0,0.0,0.0,0.0,0.0
621,RT  : Suciwati: Revolusi Mental Jokowi Omong Kosong/Bualan. Jika Setuju RT &amp Comment ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
622, Jangan jangan otak makelar penjual asset negara apa maling asset negara ?pertamina di jual mau di isi TKA dari Tiongkok #2019GantiPresiden ,1.0,1.0,0.0,1.0,0.0,0.0,0.0
623,Bawang putih itu sdg kafir haram lagi..Hiks.hiks..hiks',1.0,0.0,0.0,1.0,0.0,0.0,0.0
624,Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. ,1.0,0.0,0.0,0.0,0.0,0.0,1.0
625,Komunis kok berabtad PKI? Kecoak makan kecoak dong?',1.0,0.0,0.0,1.0,0.0,0.0,0.0
626,mata loee picek ya  yg janji jokowi kok yg d tagih sby.. matamu picek blok,0.0,1.0,1.0,0.0,0.0,0.0,0.0
627,as clara anak pinter dongo paling koplak cantik tapi idot :(  gatau malu  urat malu putus butt dia muka nya imut bgt',0.0,0.0,0.0,1.0,0.0,0.0,0.0
628,Presiden paling buruk dalam sejarah bangsa2 cebong',1.0,0.0,1.0,1.0,0.0,0.0,0.0
629,RT  : Ku dah padah eh  even kau bodo bulak curang pun dgn ompuan ya. Nya still maok kau. Segal sayang eh. Kau bodo sikpande hrgai\xe2\x80\xa6',0.0,0.0,0.0,1.0,0.0,0.0,0.0
630,Biadab tuh oknum aparat keparat',0.0,0.0,1.0,0.0,0.0,0.0,0.0
631,Wuakkakaa.. mampuss!! ga salah gue diblock dia sejak jaman Jokowi Ahok nyagub. Gaya lo toong.. toong.. Anies sandi ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Itu dia mata picek... Matanya cuma lihat sebelah...',0.0,0.0,1.0,0.0,0.0,0.0,0.0
633,Ha ha kocak ...kalabong emang dungu',0.0,0.0,1.0,0.0,0.0,0.0,0.0
634,Ehhhhh BANDOT   LU MAU KRITIK PAK JOKOWI AMPE MENCRET DARAH IS OK....TPI KLO LU HINA  FITNAH... KAMI AKAN AMBIL TINDAKAN.... PAK JOKOWI PRESIDEN !!! PEMIMPIN NEGARA... LU PEMIMPIN AGAMA TPI SALAH KAPRAH LUUUU',0.0,0.0,1.0,1.0,0.0,0.0,0.0
635,Kita balas di sini gima kita usir budha   : Kurang Ajar  Etnis Muslim Rohingya Disingkirkan dari Data Sensus Penduduk Myanmar,1.0,1.0,0.0,0.0,0.0,1.0,1.0
636,Astagfirullah mata gw ternodai  Terkutuk kau yg ngert bokep,0.0,0.0,0.0,1.0,0.0,0.0,0.0
637,Kntl ye  apus ga',0.0,0.0,0.0,1.0,0.0,0.0,0.0
638,pergi lo bangkai',0.0,0.0,0.0,1.0,0.0,0.0,0.0
639,Aamiin ya rabb.. Tolong   Indonesia ya Alah dgn yg lebiiihhhh baik,0.0,0.0,0.0,0.0,0.0,0.0,0.0
